WMO;Float S/N;PTT;Float;Last Tx;Last cycle;Battery;Launch Date;Cruise;Last Cycle Pmax;Surface float;Hydraulic;Last Cycle Grounded;Platform Maker;Firmware Version;Pr Version;Project Name;Float Owner;Pi Name;Deploy Platform;PR Experiment ID;N_LEVEL;Alert Status;Alert Error Flags;Alert Info Flags;Alert Warning Flags
4903059;7511;n/a;S2A;2022-42-06 10:42:00;116;ok;2019-57-20 07:57:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V RONALD BROWN;Argo WHOI;;0;[];[];[]
4902303;0557;n/a;NAVIS_A;2022-25-09 06:25:30;223;ok;2016-00-10 02:00:00;;;;-;0;SBE;042315;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Thompson;US ARGO PROJECT;;0;[];[];[]
4902540;260020CA25;012661;ARVOR;2022-50-13 12:50:00;43;ok;2021-22-08 11:22:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS John P. Tully;Argo Canada;;0;[];[];[]
4902541;260020CA26;022334;ARVOR;2022-54-07 04:54:00;60;ok;2020-09-17 06:09:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS John P Tully;Argo Canada;;0;[];[];[]
4902304;0596;n/a;NAVIS_A;2022-51-06 05:51:10;222;ok;2016-40-18 02:40:00;;;;-;0;SBE;092515;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V Blue Fin;US ARGO PROJECT;;0;[];[];[]
4902306;0606;n/a;NAVIS_A;2022-52-01 09:52:00;210;ok;2016-21-10 08:21:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V Blue Fin;US ARGO PROJECT;;0;[];[];[]
4902314;0595;n/a;NAVIS_A;2022-26-09 06:26:50;216;ok;2016-59-20 12:59:00;;;;-;0;SBE;092515;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Ron Brown;US ARGO PROJECT;;0;[];[];[]
4902550;263220CA35;012093;ARVOR;2022-58-10 07:58:00;43;ok;2021-04-06 07:04:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS John P. Tully;Argo Canada;;0;[];[];[]
4902319;8548;n/a;SOLO_II;2022-27-06 03:27:56;206;ok;2017-00-03 11:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
4903406;8986;n/a;SOLO_II;2022-11-11 01:11:00;23;ok;2021-00-24 02:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 04Oct21";;US ARGO PROJECT;;DEAN ROEMMICH, NATHALIE ZILBERMAN, SARAH PURKEY, JOHN GILSON;R/V Thompson;US ARGO PROJECT;;0;[];[];[]
4902522;260020CA10;022541;ARVOR;2022-13-14 05:13:00;28;ok;2021-02-11 03:02:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS Laurier;Argo Canada;;0;[];[];[]
4903194;1000;n/a;NAVIS_A;2022-09-13 07:09:00;113;ok;2019-00-20 12:00:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Revelle;Argo PMEL;;0;[];[];[]
4903199;1005;n/a;NAVIS_A;2022-42-07 06:42:00;113;ok;2019-00-13 12:00:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Revelle;Argo PMEL;;0;[];[];[]
4902338;7374;n/a;S2A;2022-02-12 04:02:00;220;ok;2016-46-17 04:46:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;VOS CMA CGN RABELAIS;Argo WHOI;;0;[];[];[]
5902433;8420;n/a;SOLO_II;2022-26-11 07:26:59;257;ok;2015-00-28 09:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902421;8408;n/a;SOLO_II;2022-47-05 02:47:02;257;ok;2015-00-15 12:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902426;8413;n/a;SOLO_II;2022-29-14 06:29:00;257;ok;2015-00-22 08:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902424;8411;n/a;SOLO_II;2022-15-08 06:15:59;262;ok;2015-00-21 02:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902428;8415;n/a;SOLO_II;2022-01-14 01:01:03;257;ok;2015-00-24 01:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902452;8443;n/a;SOLO_II;2022-40-12 03:40:02;234;ok;2016-00-13 12:00:00;;;;-;0;SIO_IDG;"V02.10; SBE602 11Dec15";;US ARGO PROJECT;;DEAN ROEMMICH;M/V Braveheart;US ARGO PROJECT;;0;[];[];[]
5902474;8452;n/a;SOLO_II;2022-33-10 06:33:00;219;ok;2016-00-01 01:00:00;;;;-;0;SIO_IDG;"V02.10; SBE602 11May16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902495;8504;n/a;SOLO_II;2022-54-14 08:54:00;203;ok;2016-00-03 08:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902494;8486;n/a;SOLO_II;2022-48-06 12:48:58;204;ok;2016-00-13 11:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902498;8507;n/a;SOLO_II;2022-45-05 01:45:00;198;ok;2016-00-05 08:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902492;8484;n/a;SOLO_II;2022-04-08 12:04:02;205;ok;2016-00-10 07:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902466;8465;n/a;SOLO_II;2022-02-09 07:02:04;229;ok;2016-00-20 06:00:00;;;;-;0;SIO_IDG;"V02.10; SBE602 23Feb16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Investigator;US ARGO PROJECT;;0;[];[];[]
5902478;6014;n/a;SOLO_D;2022-02-09 05:02:00;159;ok;2016-00-29 11:00:00;;;;-;0;SIO_IDG;"D00.50; SBE603 11May16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902470;8470;n/a;SOLO_II;2022-07-14 08:07:00;209;ok;2016-00-15 05:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5903552;4627;95241;APEX;2022-34-08 05:34:43;377;ok;2011-32-14 10:32:00;;;;-;0;WRC;122707;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V SSV Seamans;US ARGO PROJECT;;0;[];[];[]
5902450;8437;n/a;SOLO_II;2022-02-13 06:02:01;329;ok;2016-00-07 07:00:00;;;;-;0;SIO_IDG;"V02.10; SBE602 28Sep15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Tangaroa;US ARGO PROJECT;;0;[];[];[]
5902483;8475;n/a;SOLO_II;2022-14-07 09:14:59;203;ok;2016-00-22 06:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902430;8417;n/a;SOLO_II;2022-53-06 08:53:00;256;ok;2015-00-27 04:00:00;;;;-;2;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
5902344;8253;n/a;SOLO_II;2022-08-09 03:08:04;304;ok;2014-00-15 06:00:00;;;;-;2;SIO_IDG;"V02.00; SBE602 21Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
5902374;8296;n/a;SOLO_II;2022-55-10 05:55:00;300;ok;2014-00-30 01:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 22Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902370;8295;n/a;SOLO_II;2022-44-06 10:44:00;300;ok;2014-00-27 06:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 22Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902360;8281;n/a;SOLO_II;2022-44-09 12:44:56;300;ok;2014-00-19 10:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 22Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902369;8290;n/a;SOLO_II;2022-27-06 05:27:01;300;ok;2014-00-26 01:00:00;;;;-;2;SIO_IDG;"V02.00; SBE602 22Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
5902353;8262;n/a;SOLO_II;2022-44-09 05:44:01;303;ok;2014-00-24 10:00:00;;;;-;2;SIO_IDG;"V02.00; SBE602 22Jul14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
5902419;8406;n/a;SOLO_II;2022-23-06 09:23:02;256;ok;2015-00-13 06:00:00;;;;-;2;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
5902408;8395;n/a;SOLO_II;2022-02-14 04:02:04;259;ok;2015-00-28 12:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 07Jul15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902504;8514;n/a;SOLO_II;2022-22-11 06:22:02;202;ok;2016-00-12 05:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902502;8511;n/a;SOLO_II;2022-02-07 08:02:00;198;ok;2016-00-09 10:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;ARGO NEW ZEALAND;;PHIL SUTTON;R/V Kaharoa;ARGO NEW ZEALAND;;0;[];[];[]
5902508;8468;n/a;SOLO_II;2022-00-14 06:00:00;209;ok;2016-00-24 07:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Revelle;US ARGO PROJECT;;0;[];[];[]
5902525;6022;n/a;SOLO_D;2022-15-03 08:15:56;155;ok;2016-00-22 06:00:00;;;;-;0;SIO_IDG;"D00.50; SBE603 20Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902524;6020;n/a;SOLO_D;2022-29-13 07:29:00;154;ok;2016-00-21 04:00:00;;;;-;0;SIO_IDG;"D00.50; SBE603 20Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5902529;6031;n/a;SOLO_D;2022-41-07 06:41:02;123;ok;2017-00-08 10:00:00;;;;-;0;SIO_IDG;"D00.60; SBE603 27Mar17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Palmer;US ARGO PROJECT;;0;[];[];[]
5902527;6024;n/a;SOLO_D;2022-00-05 12:00:00;158;ok;2016-00-25 02:00:00;;;;-;0;SIO_IDG;"D00.50; SBE603 20Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5903806;5869;108699;APEX;2022-38-06 09:38:48;351;ok;2012-16-14 09:16:00;;;;-;0;WRC;122707;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Marcus Langseth;US ARGO PROJECT;;0;[];[];[]
5902518;8529;n/a;SOLO_II;2022-57-10 08:57:00;202;ok;2016-00-02 03:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Revelle;US ARGO PROJECT;;0;[];[];[]
4903297;1135;n/a;NAVIS_A;2022-27-06 08:27:30;90;ok;2019-24-29 06:24:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Oceanus;Argo PMEL;;0;[];[];[]
4903299;1156;n/a;NAVIS_A;2022-13-10 11:13:00;77;ok;2020-21-10 02:21:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V BlueFin;Argo PMEL;;0;[];[];[]
4903058;7528;n/a;S2A;2022-42-07 06:42:00;117;ok;2019-42-16 11:42:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V RONALD BROWN;Argo WHOI;;0;[];[];[]
4903030;0940;n/a;NAVIS_A;2022-18-06 08:18:10;138;ok;2018-45-06 06:45:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Kilo Moana;Argo PMEL;;0;[];[];[]
4903274;1357;n/a;NAVIS_EBR;2022-24-11 06:24:10;41;ok;2022-00-14 03:00:00;;;;-;0;SBE;190520;;NOAA, WHOI;NICHOLSON, WIJFFELS;NICHOLSON, WIJFFELS;R/V Atlantic Explorer;NOAA, WHOI;;0;[];[];[]
4903033;0943;n/a;NAVIS_A;2022-09-08 09:09:00;138;ok;2018-00-08 01:00:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Kilo Moana;Argo PMEL;;0;[];[];[]
4903282;1037;n/a;NAVIS_A;2022-08-06 10:08:10;108;ok;2019-56-01 02:56:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Dyson;Argo PMEL;;0;[];[];[]
4903283;1038;n/a;NAVIS_A;2022-50-09 09:50:00;103;ok;2019-06-24 04:06:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Rainier;Argo PMEL;;0;[];[];[]
4903043;7488;n/a;S2A;2022-47-10 10:47:00;126;ok;2018-30-17 12:30:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIC EXPLORER;Argo WHOI;;0;[];[];[]
4903280;7486;n/a;S2A;2022-42-07 07:42:00;54;ok;2020-56-28 12:56:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;VOS CHICAGO EXPRESS;Argo WHOI;;0;[];[];[]
4903287;1042;n/a;NAVIS_A;2022-39-02 07:39:10;102;ok;2019-04-26 06:04:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Rainier;Argo PMEL;;0;[];[];[]
4903046;7484;n/a;S2A;2022-36-12 12:36:00;65;ok;2020-32-13 01:32:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV ARMSTRONG;Argo WHOI;;0;[];[];[]
4903289;1103;n/a;NAVIS_A;2022-23-06 12:23:00;74;ok;2020-05-05 11:05:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;M/V BlueFin;Argo PMEL;;0;[];[];[]
4903015;8772;n/a;SOLO_II;2022-40-12 06:40:02;109;ok;2019-00-01 09:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 19Apr19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Sonne;US ARGO PROJECT;;0;[];[];[]
4903259;7586;n/a;S2A;2022-43-10 07:43:00;195;ok;2019-06-25 08:06:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Gulf Research Program/UGOS, Argo equivalent;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;RV PELICAN;Gulf Research Program/UGOS, Argo equivalent;;0;[];[];[]
4903255;7560;n/a;S2A;2022-15-10 10:15:00;190;ok;2019-52-25 04:52:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Gulf Research Program/UGOS, Argo equivalent;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;R/V PELICAN;Gulf Research Program/UGOS, Argo equivalent;;0;[];[];[]
4903256;7561;n/a;S2A;2022-38-14 09:38:00;194;ok;2019-30-26 06:30:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Gulf Research Program/UGOS, Argo equivalent;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;AMY BOWER, STEVEN JAYNE, HEATHER FUREY;RV PELICAN;Gulf Research Program/UGOS, Argo equivalent;;0;[];[];[]
4903019;8776;n/a;SOLO_II;2022-10-10 06:10:00;108;ok;2019-00-10 10:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 19Apr19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Sonne;US ARGO PROJECT;;0;[];[];[]
4903262;7523;n/a;S2A;2022-36-10 09:36:00;81;ok;2020-15-06 05:15:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV RONALD BROWN;Argo WHOI;;0;[];[];[]
4903026;1;n/a;SOLO_II;2022-18-14 08:18:00;81;ok;2022-00-04 11:00:00;;;;-;0;SIO_IDG;"V10.0.2.3; SBE602 26Jan22";;US ARGO EQUIVALENT: BGCSOLONOPP;;SARAH PURKEY;M/V Paragon;US ARGO EQUIVALENT: BGCSOLONOPP;;0;[];[];[]
4903268;7589;n/a;S2A;2022-33-07 08:33:00;78;ok;2020-23-01 07:23:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;R/V RONALD BROWN;Argo WHOI;;0;[];[];[]
4903024;8781;n/a;SOLO_II;2022-27-14 03:27:04;108;ok;2019-00-14 05:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 19Apr19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Sonne;US ARGO PROJECT;;0;[];[];[]
4901721;7261;n/a;S2A;2022-20-14 02:20:00;258;ok;2015-51-10 01:51:00;;;;-;0;MRV;SBE602 ARM_v2.0 1.0.a  Built Oct;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV PELICAN;US ARGO PROJECT;;0;[];[];[]
5905685;8662;n/a;SOLO_II;2022-14-12 02:14:04;139;ok;2018-00-08 06:00:00;;;;-;0;SIO_IDG;"V02.50; SBE602 20Feb18";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905441;7770;7770;APEX;2022-06-06 08:06:20;103;ok;2019-47-04 12:47:00;;;;-;0;TWR;121915;;Argo Australia;IMOS;Tom Trull;Investigator;Argo Australia;;0;[];[];[]
5904358;8163;n/a;SOLO_II;2022-03-14 10:03:00;367;ok;2013-00-10 12:00:00;;;;-;0;SIO_IDG;"V01.50; SBE602 17May13";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905687;8664;n/a;SOLO_II;2022-44-12 03:44:56;138;ok;2018-00-19 03:00:00;;;;-;0;SIO_IDG;"V02.50; SBE602 20Feb18";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905682;8659;n/a;SOLO_II;2022-19-07 03:19:00;139;ok;2018-00-02 06:00:00;;;;-;0;SIO_IDG;"V02.50; SBE602 20Feb18";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5904586;0457;n/a;NAVIS_A;2022-28-11 07:28:50;255;ok;2015-44-27 07:44:00;;;;-;0;SBE;011514;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA Ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
5905678;8613;n/a;SOLO_II;2022-23-13 01:23:57;157;ok;2018-00-13 03:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Tangaroa;US ARGO PROJECT;;0;[];[];[]
5905677;8608;n/a;SOLO_II;2022-40-11 02:40:00;155;ok;2018-00-13 06:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Tangaroa;US ARGO PROJECT;;0;[];[];[]
5904345;8150;n/a;SOLO_II;2022-55-09 03:55:00;367;ok;2013-00-05 04:00:00;;;;-;0;SIO_IDG;"V01.50; SBE602 17May13";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905676;0893;n/a;NAVIS_A;2022-31-01 11:31:30;132;ok;2018-40-29 01:40:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Blue Fin;Argo PMEL;;0;[];[];[]
5904771;7391;n/a;APEX;2022-14-07 04:14:10;216;ok;2016-38-21 06:38:00;;;;-;0;TWR;062915;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
5904774;7399;n/a;APEX;2022-02-09 06:02:10;216;ok;2016-45-28 12:45:00;;;;-;0;TWR;062915;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
5904733;0548;n/a;NAVIS_A;2022-52-08 07:52:30;227;ok;2016-00-29 08:00:00;;;;-;0;SBE;042315;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Falkor;US ARGO PROJECT;;0;[];[];[]
5904975;0745;n/a;NAVIS_A;2022-57-09 09:57:00;189;ok;2017-46-14 12:46:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Blue Fin;US ARGO PROJECT;;0;[];[];[]
5904732;0547;n/a;NAVIS_A;2022-47-08 09:47:10;227;ok;2016-00-30 04:00:00;;;;-;0;SBE;042315;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Falkor;US ARGO PROJECT;;0;[];[];[]
5904973;0741;n/a;NAVIS_A;2022-51-07 07:51:20;190;ok;2017-42-01 09:42:00;;;;-;0;SBE;102115;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V Blue Fin;Argo PMEL;;0;[];[];[]
5904737;0612;n/a;NAVIS_A;2022-46-07 09:46:00;202;ok;2016-28-05 01:28:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Blue Fin;US ARGO PROJECT;;0;[];[];[]
5904976;0765;n/a;NAVIS_A;2022-52-10 08:52:30;188;ok;2017-49-24 09:49:00;;;;-;0;SBE;170126;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Hi'ialakai;US ARGO PROJECT;;0;[];[];[]
5904729;0556;n/a;NAVIS_A;2022-18-09 03:18:00;223;ok;2016-00-10 09:00:00;;;;-;0;SBE;042315;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Burana Jaya;US ARGO PROJECT;;0;[];[];[]
5904740;0610;n/a;NAVIS_A;2022-50-05 10:50:10;202;ok;2016-22-02 03:22:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Blue Fin;US ARGO PROJECT;;0;[];[];[]
5904529;8184;n/a;SOLO_II;2022-57-11 05:57:00;358;ok;2013-00-09 12:00:00;;;;-;0;SIO_IDG;"V01.50; SBE602 20Sep13";;US ARGO PROJECT;;DEAN ROEMMICH;M/V Shokalskiy;US ARGO PROJECT;;0;[];[];[]
5904798;7360;n/a;APEX;2022-51-14 02:51:10;197;ok;2016-21-27 01:21:00;;;;-;0;TWR;070115;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5905645;8286;n/a;APEX;2022-42-08 03:42:00;130;ok;2018-35-22 11:35:00;;;;-;0;TWR;030716;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
5904559;0407;n/a;NAVIS_A;2022-02-11 07:02:00;271;ok;2014-00-19 02:00:00;;;;-;0;SBE;011514;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
5904558;0406;n/a;NAVIS_A;2022-29-11 06:29:40;271;ok;2014-28-18 05:28:00;;;;-;0;SBE;011514;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
5905647;8288;n/a;APEX;2022-26-05 11:26:10;135;ok;2018-18-19 12:18:00;;;;-;0;TWR;030716;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
