WMO;Float S/N;PTT;Float;Last Tx;Last cycle;Battery;Launch Date;Cruise;Last Cycle Pmax;Surface float;Hydraulic;Last Cycle Grounded;Platform Maker;Firmware Version;Pr Version;Project Name;Float Owner;Pi Name;Deploy Platform;PR Experiment ID;N_LEVEL;Alert Status;Alert Error Flags;Alert Info Flags;Alert Warning Flags
1902336;8608;8608;APEX;;82;ok;2020-43-03 10:43:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
2902304;18026;179061;ARVOR;;75;ok;2020-03-03 01:03:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;s.a. agulhas;Argo INDIA;;0;[];[];[]
5906389;8796;8796;APEX;;192;ok;2021-10-04 12:10:00;;;;-;0;TWR;2.12.2.1;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
5905505;P44043-22AU002;csibio002;PROVOR_III;;17;ok;2022-27-20 05:27:26;;;;-;0;NKE;3.03;;Argo Australia;IMOS;Tom Trull;Investigator;Argo Australia;;0;[];[];[]
5905034;7612;2350;APEX;;221;ok;2016-51-17 04:51:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;IMOS;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
5905214;809;809;NAVIS_EBR;;161;ok;2017-34-17 04:34:00;;;;-;0;SBE;170210;;Argo Australia;IMOS;Peter Oke;PMG Pride;Argo Australia;;0;[];[];[]
3901914;AI2600-16FR077;248888i;ARVOR;;224;ok;2017-57-10 11:57:00;Transkei Shelf Oceanography (ALG241);;;-;0;NKE;5900A01;5.44;MOCCA_EU;Euro-Argo;Romain Cancouet;RS ALGOA;MOCCA_EU;;0;[];[];[]
5905033;7742;2556;APEX;;222;ok;2016-50-01 01:50:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;ACE-CRC;Steve Rintoul;Investigator;Argo Australia;;0;[];[];[]
2903669;0957;0957;NAVIS_A;;94;ok;2021-50-21 02:50:00;;;;-;0;SBE;BGCi_pH_ICE 190410;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
5904902;7086;9310;APEX;;272;ok;2014-24-04 08:24:00;;;;-;0;WRC;60810;;Argo Australia;CSIRO;Susan Wijffels;HMAS Success;Argo Australia;;0;[];[];[]
2902804;P32800-20CH001;20001;PROVOR;;64;ok;2021-10-20 07:10:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
6902881;AD2700-17FR001;589986;ARVOR_D;;138;alert;2018-33-08 03:33:00;OVIDE 2018;;;-;2;NKE;5608A11_26042018;5.64;;IFREMER;Virginie THIERRY;THALASSA;GMMC OVIDE;;2;[FLAG_VoltageDrop_LOGICAL];[FLAG_FalseGrounding_LOGICAL];[]
6901168;6610;126878;APEX;;284;ok;2014-55-13 09:55:00;;;;-;0;TWR;121012;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
5905172;7603;2342;APEX;;204;ok;2016-12-29 05:12:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;IMOS;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
5906441;9077;n/a;APEX;;83;ok;2021-25-18 06:25:00;;;;-;0;TWR;111520;;UW, MBARI, Argo equivalent;STEPHEN RISER/KEN JOHNSON;STEPHEN RISER/KEN JOHNSON;R/V Western Flyer;UW, MBARI, Argo equivalent;;0;[];[];[]
2902525;0352;0352;NAVIS_A;;336;ok;2014-44-13 03:44:00;;;;-;0;SBE;ARGO 082713;;J-ARGO;JAMSTEC;JAMSTEC;Keifumaru;J-ARGO;;0;[];[];[]
5906633;1212;1212;NAVIS_EBR;;39;ok;2021-31-28 03:31:00;;;;-;0;SBE;170425_1604;;Argo Australia;IMOS;Peter Oke;L'Astrolabe;Argo Australia;;0;[];[];[]
2903694;AK1000-20JP022;203615;ARVOR;;17;ok;2022-50-15 02:50:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
3901522;7349;146897;APEX;;237;ok;2015-04-26 03:04:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
2902817;P32800-20CH026;20026;PROVOR;;66;ok;2021-19-09 03:19:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
5905425;931;931;NAVIS_EBR;;125;ok;2018-34-17 12:34:00;;;;-;0;SBE;170425;;Argo Australia;IMOS;Peter Oke;RV Thomas G. Thompson;Argo Australia;;0;[];[];[]
1901345;7036;9282;APEX;;274;ok;2014-25-10 11:25:00;;;;-;0;WRC;60810;;Argo Australia;IMOS;Susan Wijffels;HMAS Success;Argo Australia;;0;[];[];[]
5905206;845;845;NAVIS_EBR;;173;ok;2017-10-06 01:10:00;;;;-;0;SBE;ARGO 170210;;Argo Australia;BOM;Peter Oke;E.R. France;Argo Australia;;0;[];[];[]
2902228;7529;152386;APEX;;189;ok;2017-30-16 05:30:00;;;;-;0;WRC;091615;;Argo INDIA;INCOIS;M Ravichandran;sa agulhas;Argo INDIA;;0;[];[];[]
4902368;0416;0416;NAVIS_A;;211;ok;2016-10-17 12:10:00;;;;-;0;SBE;ARGO 092515;;;JAMSTEC;JAMSTEC;NYK_DIANA;;;0;[];[];[]
6901193;7627;7627i;APEX;;217;ok;2016-00-11 12:00:00;;;;-;0;TWR;not defined by m;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
2902265;18001;179036;ARVOR;;117;ok;2019-08-25 09:08:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
3901875;AI2600-16FR038;390618;ARVOR;;206;ok;2016-52-23 10:52:00;2016618;;;-;0;NKE;5900A00;5.43;MOCCA;Euro-Argo;Romain Cancouet;HAKON MOSBY;Euro-Argo;;0;[];[];[]
2902290;18018;179053;ARVOR;;97;ok;2019-35-07 01:35:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
5905282;0784;n/a;NAVIS_A;;176;ok;2017-42-27 05:42:00;;;;-;0;SBE;170210;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V Blue Fin;Argo PMEL;;0;[];[];[]
2903671;59;00059;APEX_D;;50;ok;2021-57-21 02:57:00;;;;-;0;TWR;2.15.2;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
2902771;P32800-19CH022;19022;PROVOR;;96;ok;2020-28-09 03:28:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
6902882;AD2700-17FR002;589457;ARVOR_D;;138;ok;2018-33-08 03:33:00;OVIDE 2018;;;-;0;NKE;5608A11_26042018;5.64;;IFREMER;Virginie THIERRY;THALASSA;GMMC OVIDE;;0;[];[FLAG_FalseGrounding_LOGICAL];[]
4902409;445;356581;NOVA;;164;ok;2017-25-04 01:25:00;;;;-;0;METOCEAN;n/a;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;CCGS Des Groseilliers;Argo Canada;;0;[];[];[]
7900648;8433;8433;APEX;;83;ok;2020-00-11 01:00:00;;;;-;0;TWR;12/14/17 15:09:24 2.10.4 STD Fin;;Argo Australia;ACE-CRC;Steve Rintoul;LAURA BASSI;Argo Australia;;0;[];[];[]
1901739;7033;9270;APEX;;166;ok;2017-16-03 11:16:00;;;;-;0;WRC;060810;;Argo Australia;IMOS;Peter Oke;HMAS Newcastle;Argo Australia;;0;[];[];[]
7900649;8434;8434;APEX;;83;ok;2020-48-11 10:48:00;;;;-;0;TWR;12/14/17 15:09:24 2.10.4 STD Fin;;Argo Australia;ACE-CRC;Steve Rintoul;LAURA BASSI;Argo Australia;;0;[];[];[]
2903629;AK1000-19JP012;182250;ARVOR;;123;ok;2020-35-04 06:35:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
5904920;7054;9322;APEX;;269;ok;2015-28-02 03:28:00;;;;-;0;WRC;60810;;Argo Australia;IMOS;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
5905386;843;843;NAVIS_EBR;;161;ok;2017-31-21 11:31:00;;;;-;0;SBE;170210;;Argo Australia;BOM;Peter Oke;Investigator;Argo Australia;;0;[];[];[]
2903623;AK1000-19JP006;182244;ARVOR;;146;ok;2020-42-09 03:42:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
1902297;7642;n/a;S2A;;45;ok;2021-30-27 11:30:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV SA AGULHAS II;Argo WHOI;;0;[];[];[]
1902299;7489;n/a;S2A;;49;ok;2021-29-19 04:29:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV RONALD BROWN;Argo WHOI;;0;[];[];[]
1901744;8456;8456;APEX;;109;ok;2019-00-24 04:00:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;BOM;Peter Oke;RV Thomas G. Thompson;Argo Australia;;0;[];[];[]
5904934;0353;0353;NAVIS_A;;281;ok;2014-05-11 07:05:00;;;;-;0;SBE;ARGO 082713;;J-ARGO;JAMSTEC;JAMSTEC;Keifumaru;J-ARGO;;0;[];[];[]
1901762;1207;1207;NAVIS_EBR;;39;ok;2021-10-29 03:10:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;L'Astrolabe;Argo Australia;;0;[];[];[]
5905185;7798;2574;APEX;;199;ok;2016-59-11 08:59:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;BOM;Susan Wijffels;Aurora;Argo Australia;;0;[];[];[]
1901900;5600;103826;APEX;;143;ok;2018-33-20 05:33:00;;;;-;0;TWR;060408;;Argo UK;UK Met Office;Jon Turton;RONALD H. BROWN;Argo UK;;0;[];[];[]
2902216;7554;7554;APEX;;197;ok;2016-30-10 12:30:00;;;;-;0;WRC;092813;;Argo INDIA;INCOIS;M Ravichandran;orv sagar kanya;Argo INDIA;;0;[];[];[]
2903327;8347;8347;APEX;;222;ok;2018-41-03 11:41:00;;;;-;0;TWR;2.8.5;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
7900615;7416;9741;APEX;;233;ok;2016-36-20 03:36:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;IMOS;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
2903628;AK1000-19JP011;182249;ARVOR;;131;ok;2020-42-23 03:42:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
5905471;1065;1065;NAVIS_EBR;;63;ok;2020-42-31 07:42:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
3901540;8138;00061i;APEX;;191;ok;2017-22-15 02:22:00;;;;-;0;TWR;2.6.1;;Argo UK;NOC;Brian King;RRS DISCOVERY;Argo UK;;0;[];[];[]
5904999;7417;9742;APEX;;236;ok;2015-20-12 07:20:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;IMOS;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
6901200;8071;165359;APEX;;180;ok;2017-27-17 06:27:00;;;;-;0;TWR;112015;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
1901807;7315;n/a;S2A;;246;ok;2015-00-08 10:00:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;VOS MAERSK VILNIUS;US ARGO PROJECT;;0;[];[];[]
2902826;P32826-18CH006;18006;PROVOR;;12;ok;2021-42-15 04:42:00;;;;-;0;NKE;5900A04;;CHINA ARGO EQUIVALENT;OUC;WEI WANG;HUAXIANG 8;CHINA ARGO EQUIVALENT;;0;[];[];[]
5905002;7415;9740;APEX;;236;ok;2015-46-13 03:46:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;IMOS;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
6902740;OIN-15-S4-04;lovbio099c;PROVOR_III;;223;ok;2016-00-17 07:00:00;AMT26 (JR16001);;;-;0;NKE;1.07;5.92;;remOcean;Herve CLAUSTRE;RRS JAMES CLARK ROSS;remOcean;;0;[];[];[]
1901853;6991;134514;APEX;;277;ok;2014-39-19 12:39:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;n/a;Argo UK;;0;[];[];[]
1901827;7326;n/a;S2A;;199;ok;2017-52-02 01:52:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV R/V METEOR;Argo WHOI;;0;[];[];[]
5905035;7611;2352;APEX;;220;ok;2016-56-20 03:56:00;;;;-;0;WRC;Apf9iSbe41cp7.2.5-PC4-Ice-120815;;Argo Australia;IMOS;Susan Wijffels;Investigator;Argo Australia;;0;[];[];[]
2903617;8599;8599;APEX;;92;ok;2019-41-15 10:41:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Shonanmaru;;;0;[];[];[]
3901565;56;90056i;APEX_D;;51;ok;2021-01-06 05:01:00;;;;-;0;TWR;2.15.2 Deep Fina;;Argo UK;NOC;Brian King;RRS JAMES COOK;Argo UK;;0;[];[];[]
5905848;35;00035;APEX_D;;123;ok;2019-24-04 10:24:00;;;;-;0;TWR;2.12.1;;;JAMSTEC;JAMSTEC;Umitakamaru;;;0;[];[];[]
4903385;1420;n/a;NAVIS_A;;4;ok;2022-07-15 04:07:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V M/V Blue Fin;Argo PMEL;;0;[];[];[]
5905426;929;929;NAVIS_EBR;;125;ok;2018-06-18 04:06:00;;;;-;0;SBE;170425;;Argo Australia;IMOS;Peter Oke;RV Thomas G. Thompson;Argo Australia;;0;[];[];[]
1902182;7437;n/a;S2A;;151;ok;2018-00-04 11:00:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV RONALD BROWN;Argo WHOI;;0;[];[];[]
4902330;8551;n/a;SOLO_II;;200;ok;2017-00-07 01:00:00;;;;-;0;SIO_IDG;"V02.30; SBE602 15Feb17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Sally Ride;US ARGO PROJECT;;0;[];[];[]
5905844;8510;8510;APEX;;119;ok;2019-10-17 09:10:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
1901864;7213;142541;APEX;;211;ok;2016-50-11 12:50:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;AGULHAS II;Argo UK;;0;[];[];[]
7900629;8152;2713;APEX;;150;ok;2018-04-13 12:04:00;;;;-;0;WRC;120815;;Argo Australia;ACE-CRC;Steve Rintoul;Nathaniel B Palmer;Argo Australia;;0;[];[];[]
6901208;8460;52043;APEX;;138;ok;2018-00-12 12:00:00;;;;-;0;TWR;2.11.0;;Argo UK;UK Met Office;Jon Turton;NEIL ARMSTRONG;Argo UK;;0;[];[];[]
7900893;8848;n/a;APEX;;82;ok;2020-43-22 10:43:00;;;;-;0;TWR;2.12.2.1 STD Final;;Argo Australia;IMOS;Peter Oke;Mirai;Argo Australia;;0;[];[];[]
6903715;8573;8573i;APEX;;121;ok;2019-42-27 06:42:00;;;;-;0;TWR;2.13.1;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
5905394;8155;8155;APEX;;155;ok;2018-38-17 11:38:00;;;;-;0;TWR;APF11-2MB-v2.5.2;;Argo Australia;IMOS;Peter Oke;Investigator;Argo Australia;;0;[];[];[]
5904844;7454;n/a;APEX;;193;ok;2017-53-04 05:53:00;;;;-;0;TWR;042915;;UW, SOCCOM, Argo equivalent;STEPHEN RISER, KENNETH JOHNSON;STEPHEN RISER, KENNETH JOHNSON;R/V Ron Brown;UW, SOCCOM, Argo equivalent;;0;[];[];[]
6901212;7216;142544;APEX;;126;ok;2018-37-05 12:37:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;RRS JAMES COOK;Argo UK;;0;[];[];[]
2902187;7523;7523;APEX;;241;ok;2015-30-29 03:30:00;;;;-;0;WRC;012811;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
6901202;8073;165361;APEX;;179;ok;2017-10-23 08:10:00;;;;-;0;TWR;112015;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
2903403;8526;8526;APEX;;106;ok;2019-17-26 06:17:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Ryofumaru;;;0;[];[];[]
5905175;695;695;NAVIS_EBR;;199;ok;2016-12-03 06:12:00;;;;-;0;SBE;102115;;Argo Australia;CSIRO;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
5905231;7907;12777;APEX;;146;ok;2018-20-17 04:20:00;;;;-;0;TWR;051216;;;JAMSTEC;JAMSTEC;Kaiwomaru;;;0;[];[];[]
2903349;8263;8263;APEX;;143;ok;2018-03-28 08:03:00;;;;-;0;TWR;2.8.5;;;JAMSTEC;JAMSTEC;;;;0;[];[];[]
5905472;1050;1050;NAVIS_EBR;;63;ok;2020-00-02 03:00:00;;;;-;0;SBE;170425;;Argo Australia;IMOS;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
3901538;8074;165362;APEX;;163;ok;2017-45-27 05:45:00;;;;-;0;TWR;112015;;Argo UK;UK Met Office;Jon Turton;RRS DISCOVERY;Argo UK;;0;[];[];[]
2902271;8668;18;APEX;;108;ok;2019-46-04 09:46:00;;;;-;0;WRC;102418;;Argo INDIA;INCOIS;M Ravichandran;orv sagar kanya;Argo INDIA;;0;[];[];[]
5905877;8612;8612;APEX;;87;ok;2019-43-06 12:43:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Shirase;;;0;[];[];[]
5905171;702;702;NAVIS_EBR;;200;ok;2016-55-26 04:55:00;;;;-;0;SBE;102115;;Argo Australia;CSIRO;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
6903245;AI2600-18EU017;596658;ARVOR;;253;ok;2018-35-18 04:35:00;Eastern Mediterranean Sea;;;-;0;NKE;5900A04;5.45;;OGS;Pierre-Marie Poulain;ATALANTE;ARGO Italy;;0;[];[];[]
5905855;8423;8423;APEX;;115;ok;2019-00-15 02:00:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Aomorimaru;;;0;[];[];[]
5905445;1071;1071;NAVIS_EBR;;86;ok;2019-59-07 01:59:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
7900650;8432;8432;APEX;;81;ok;2020-19-12 04:19:00;;;;-;0;TWR;12/14/17 15:09:24 2.10.4 STD Fin;;Argo Australia;ACE-CRC;Steve Rintoul;LAURA BASSI;Argo Australia;;0;[];[];[]
2903690;AK1000-20JP018;203611;ARVOR;;46;ok;2021-00-25 11:00:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Keifumaru;Routine-JMA;;0;[];[];[]
2903358;7849;12689;APEX;;118;ok;2019-16-11 02:16:00;;;;-;0;TWR;051216;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
6903024;P41306-16FR001;lovbio108b;PROVOR_III;;235;ok;2019-30-24 06:30:00;TONGA;;;-;0;NKE;2;5.92;;Bioargo-CNES-GMMC;Sophie Bonnet;ATALANTE;GMMC_CNES;;0;[];[];[]
4903042;7515;n/a;S2A;;130;ok;2018-06-08 07:06:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIC EXPLORER;Argo WHOI;;0;[];[];[]
2902768;P32800-19CH019;19019;PROVOR;;80;ok;2020-54-07 08:54:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
5905319;7890;n/a;APEX;;164;ok;2017-59-29 06:59:00;;;;-;0;TWR;030716;;US ARGO PROJECT;STEPHEN RISER;STEPHEN RISER;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
1901863;7212;142540;APEX;;211;ok;2016-31-11 04:31:00;;;;-;0;TWR;110413;;Argo UK;UK Met Office;Jon Turton;AGULHAS II;Argo UK;;0;[];[];[]
4902981;8265;8265;APEX;;134;ok;2018-07-13 03:07:00;;;;-;0;TWR;2.8.5;;;JAMSTEC;JAMSTEC;NYK_DIANA;;;0;[];[];[]
5905179;644;644;NAVIS_EBR;;198;ok;2016-22-09 09:22:00;;;;-;0;SBE;102115;;Argo Australia;IMOS;Susan Wijffels;Kaharoa;Argo Australia;;0;[];[];[]
7900210;8328;n/a;SOLO_II;2022-09-11 03:09:56;292;ok;2015-00-03 01:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 13Nov14";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Tangaroa;US ARGO PROJECT;;0;[];[];[]
2902532;0400;0400;NAVIS_A;;269;ok;2014-00-06 11:00:00;;;;-;0;SBE;ARGO 011514;;J-ARGO;JAMSTEC;JAMSTEC;Hakuhomaru;J-ARGO;;0;[];[];[]
3902102;AI2600-17EU026;596222;ARVOR;;139;ok;2018-08-30 05:08:00;AREX2018;;;-;0;NKE;5900A04;5.45;;IOPAN;Waldemar Walczowski;OCEANIA;ARGO POLAND;;0;[];[];[]
7900516;AI2600-18DE002;700129;ARVOR;;121;ok;2018-40-31 07:40:00;PS117;;;-;0;NKE;5900A04;5.45;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
5905853;8421;8421;APEX;;116;ok;2019-00-10 01:00:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Aomorimaru;;;0;[];[];[]
2902289;18017;179052;ARVOR;;97;ok;2019-01-08 05:01:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
3901549;7589;154210;APEX;;128;ok;2018-39-18 05:39:00;;;;-;0;TWR;112015;;Argo UK;UK Met Office;Jon Turton;RRS JAMES CLARK ROSS;Argo UK;;0;[];[];[]
1902398;7658;n/a;S2A;;10;ok;2022-02-09 11:02:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;RV S/V IRIS;Argo WHOI;;0;[];[];[]
2902813;P32800-20CH010;20010;PROVOR;;65;ok;2021-01-17 07:01:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
2902799;P32800-20CH017;20017;PROVOR;;66;ok;2021-30-11 08:30:00;;;;-;0;NKE;5900A05;;CHINA ARGO EQUIVALENT;CSIO;FENG ZHOU;XIANG YANG HONG 6;CHINA ARGO EQUIVALENT;;0;[];[];[]
5905228;8606;8606;APEX;;80;ok;2020-59-14 10:59:00;;;;-;0;TWR;2.11.3;;;JAMSTEC;JAMSTEC;Keifumaru;;;0;[];[];[]
5905207;812;812;NAVIS_EBR;;172;ok;2017-02-06 03:02:00;;;;-;0;SBE;ARGO 170210;;Argo Australia;IMOS;Peter Oke;E.R. France;Argo Australia;;0;[];[];[]
5905414;645;645;NAVIS_EBR;;129;ok;2018-40-12 06:40:00;;;;-;0;SBE;102115;;Argo Australia;IMOS;Peter Oke;Whale Song;Argo Australia;;0;[];[];[]
5905408;927;927;NAVIS_EBR;;130;ok;2018-34-29 08:34:00;;;;-;0;SBE;170425;;Argo Australia;CSIRO;Peter Oke;Kaharoa;Argo Australia;;0;[];[];[]
5906634;1216;1216;NAVIS_EBR;;39;ok;2021-00-28 05:00:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;L'Astrolabe;Argo Australia;;0;[];[];[]
5905467;1078;1078;NAVIS_EBR;;78;ok;2020-52-04 11:52:00;;;;-;0;SBE;170425_1604;;Argo Australia;CSIRO;Peter Oke;RV Investigator;Argo Australia;;0;[];[];[]
5906385;8897;8897;APEX;;316;ok;2020-23-04 05:23:00;;;;-;0;TWR;2.13.1;;;JAMSTEC;JAMSTEC Satoru Yokoi;Mirai;;;0;[];[];[]
2902273;8670;20;APEX;;108;ok;2019-24-05 09:24:00;;;;-;0;WRC;102418;;Argo INDIA;INCOIS;M Ravichandran;orv sagar kanya;Argo INDIA;;0;[];[];[]
5905004;7413;9738;APEX;;236;ok;2015-44-14 08:44:00;;;;-;0;WRC;Apf9iSbe41cpIce-090911;;Argo Australia;IMOS;Susan Wijffels;Aurora Australis;Argo Australia;;0;[];[];[]
2902268;18004;179039;ARVOR;;117;ok;2019-00-21 09:00:00;;;;-;0;NKE;121015;;Argo INDIA;INCOIS;M Ravichandran;orv sagar nidhi;Argo INDIA;;0;[];[];[]
5905480;8828;8828;APEX;;59;ok;2020-57-10 01:57:00;;;;-;0;TWR;12/04/18 17:42:38 2.12.2.1 STD F;;Argo Australia;CSIRO;Peter Oke;RV Investigator;Argo Australia;;0;[];[];[]
2901902;5565;103833;APEX;;162;ok;2017-56-09 09:56:00;;;;-;0;TWR;060408;;Argo UK;UK Met Office;Jon Turton;AGULHAS II;Argo UK;;0;[];[];[]
2903696;AK1000-20JP024;203617;ARVOR;;12;ok;2022-55-09 02:55:00;;;;-;0;NKE;5607A09;;Routine-JMA;JMA;JMA;Ryofumaru;Routine-JMA;;0;[];[];[]
3902389;8519;8519;APEX;;121;ok;2019-25-04 02:25:00;;;;-;0;TWR;2.11.2;;;JAMSTEC;JAMSTEC;Mirai;;;0;[];[];[]
4902375;7851;12692;APEX;;178;ok;2017-33-08 07:33:00;;;;-;0;TWR;051216;;;JAMSTEC;JAMSTEC;Hokuhomaru;;;0;[];[];[]
7900634;934;934;NAVIS_EBR;;118;ok;2019-11-24 09:11:00;;;;-;0;SBE;170425;;Argo Australia;IMOS;Peter Oke;Aurora Australis;Argo Australia;;0;[];[];[]
